iter	MultiClass
191	0.7005336049
192	0.6996049205
193	0.6984376842
194	0.6972797657
195	0.6964395588
196	0.6950346663
197	0.6943666243
198	0.6936774913
199	0.6928166416
200	0.6917155002
201	0.690396676
202	0.689826923
203	0.6890714
204	0.6883146275
205	0.6868723204
206	0.6857353348
207	0.6845038699
208	0.683314325
209	0.6821487127
210	0.6814347326
211	0.6806596191
212	0.6801025219
213	0.6795155728
214	0.6784217122
215	0.6773119078
216	0.6766346387
217	0.6759635923
218	0.6748876566
219	0.6742861769
220	0.6737342648
221	0.6731262619
222	0.6714675521
223	0.6706837456
224	0.6699624376
225	0.6689885758
226	0.6684394416
227	0.6676734198
228	0.6670005971
229	0.6663829806
230	0.6656636463
231	0.6651408753
232	0.6646647138
233	0.6641508989
234	0.6630330838
235	0.662190531
236	0.6607859936
237	0.6596275803
238	0.6586970182
239	0.6578298351
240	0.6568416197
241	0.6558883802
242	0.6553560961
243	0.6546433729
244	0.6536232602
245	0.6530755388
246	0.6525670014
247	0.651940539
248	0.6509278639
249	0.6497580385
250	0.6491173084
251	0.6483345374
252	0.6478825934
253	0.6472769338
254	0.646708527
255	0.6460369252
256	0.6452409236
257	0.6447012647
258	0.6439927339
259	0.6434465267
260	0.6422791173
261	0.6414951161
262	0.6405302153
263	0.6395713006
264	0.6379273462
265	0.6371439776
266	0.6366429473
267	0.6359165166
268	0.6354655603
269	0.6349536239
270	0.6341853719
271	0.6336880293
272	0.6329046179
273	0.6321347777
274	0.6310241278
275	0.6303427831
276	0.6298107748
277	0.629261672
278	0.6287947466
279	0.628214704
280	0.6278800662
281	0.627458528
282	0.6265213388
283	0.6260571759
284	0.6253946552
285	0.6250385922
286	0.6242831991
287	0.6234955885
288	0.6229021909
289	0.6224701811
290	0.6220422028
291	0.6214915779
292	0.6208515383
293	0.620331728
294	0.619552341
295	0.6190095777
296	0.6182777528
297	0.6178848904
298	0.6175472743
299	0.6170757343
300	0.6165899607
301	0.6156045964
302	0.6149628654
303	0.6146098378
304	0.61412173
305	0.6132879175
306	0.6126307655
307	0.6119241136
308	0.6115621493
309	0.6106912345
310	0.6102343622
311	0.6098488056
312	0.6094954848
313	0.6091551236
314	0.6089185339
315	0.6082734357
316	0.6079376976
317	0.6067253513
318	0.6061523466
319	0.6057480004
320	0.605389461
321	0.6050034992
322	0.6046928393
323	0.6040075074
324	0.6032399391
325	0.6027489531
326	0.6020184742
327	0.6016721812
328	0.6010081413
329	0.6006963808
330	0.5998424136
331	0.599485946
332	0.5991512064
333	0.5988442645
334	0.5978249204
335	0.5975273946
336	0.597021882
337	0.5966626235
338	0.5960794757
339	0.595703168
340	0.5954105089
341	0.5951289014
342	0.5946723682
343	0.5941365875
344	0.5938334398
345	0.5934929872
346	0.5930465904
347	0.5925329674
348	0.5921777384
349	0.5916981393
350	0.5912533465
351	0.5909632811
352	0.5906512154
353	0.5902433324
354	0.589997816
355	0.5896244067
356	0.5893270095
357	0.5889043615
358	0.5886405445
359	0.5883334783
360	0.5880943149
361	0.587792645
362	0.587518465
363	0.5871496011
364	0.5866398271
365	0.5862762905
366	0.5852327673
367	0.5849770355
368	0.5846592137
369	0.5843315627
370	0.5838717349
371	0.5836174716
372	0.5832719912
373	0.5829739581
374	0.5827169069
375	0.5823669479
376	0.5819610253
377	0.5816885757
378	0.5812688991
379	0.5808976328
380	0.5804098952
381	0.5798380922
382	0.5792208759
383	0.578928735
384	0.5786294159
385	0.5783239354
386	0.5780978086
387	0.5776912232
388	0.5774670783
389	0.5768587035
390	0.5764531119
391	0.5758404136
392	0.5755374023
393	0.5752920551
394	0.575126098
395	0.5747721296
396	0.5744644635
397	0.5741141608
398	0.5738021707
399	0.5730395086
400	0.5724573506
401	0.5721889579
402	0.5715471517
403	0.5711532064
404	0.5707159254
405	0.5704052458
406	0.5702189108
407	0.569892808
408	0.5696772049
409	0.5694562161
410	0.5691986295
411	0.5690220187
412	0.5687459446
413	0.5681367912
414	0.5677937382
415	0.5674742483
416	0.5671847636
417	0.5666265936
418	0.5662536794
419	0.5660024018
420	0.5657418246
421	0.565387819
422	0.5651512661
423	0.5646301521
424	0.5644260913
425	0.5636741705
426	0.5629827801
427	0.5626544617
428	0.5624412766
429	0.5621354749
430	0.5617067409
431	0.5614379385
432	0.5612252213
433	0.5609250911
434	0.5604873325
435	0.5599468122
436	0.5596609417
437	0.5591916208
438	0.5589052481
439	0.558650196
440	0.5580226123
441	0.5578393623
442	0.5576383789
443	0.5572758873
444	0.5568668661
445	0.5566676646
446	0.5564104439
447	0.5561452858
448	0.5554657592
449	0.5551398817
450	0.5548573753
451	0.5546452151
452	0.554347845
453	0.5540739734
454	0.5537650657
455	0.5533804298
456	0.5531396722
457	0.552468531
458	0.5522654079
459	0.5520578892
460	0.5518999318
461	0.5516319684
462	0.5514369459
463	0.5511646545
464	0.5509557188
465	0.5507057752
466	0.5504852622
467	0.5503116262
468	0.5501348062
469	0.5499882981
470	0.549555748
471	0.5492059493
472	0.5490284059
473	0.5487092455
474	0.5481412019
475	0.5473731023
476	0.5471689724
477	0.5466101357
478	0.5461112809
479	0.5458369423
480	0.5456057959
481	0.5453102112
482	0.5450723693
483	0.5448995476
484	0.5446664823
485	0.5440927816
486	0.543849431
487	0.5436257958
488	0.5430886565
489	0.5428751047
490	0.5426705205
491	0.5421277401
492	0.5417833952
493	0.5416037366
494	0.5412986933
495	0.5409978277
496	0.5407965489
497	0.5405779679
498	0.5402663427
499	0.5399534598
500	0.5393539558
501	0.5391832905
502	0.538872426
503	0.5385899875
504	0.5383939371
505	0.5382240781
506	0.5380530732
507	0.5378915889
508	0.5377092455
509	0.5375373304
510	0.5372982212
511	0.5370317971
512	0.5368523629
513	0.5362666116
514	0.5358599648
515	0.5356143692
516	0.5354474155
517	0.5352933337
518	0.535071777
519	0.5348974493
520	0.534399421
521	0.5342370271
522	0.534101115
523	0.5337861498
524	0.5336166519
525	0.5334641057
526	0.533280417
527	0.5329835158
528	0.532614296
529	0.532399333
530	0.5321998169
531	0.5320090493
532	0.5315499795
533	0.5313408125
534	0.5311085001
535	0.5306928169
536	0.5303659311
537	0.5301957839
538	0.5296321912
539	0.5294709585
540	0.5293486198
541	0.5291682616
542	0.5286960583
543	0.5285443662
544	0.5283760604
545	0.5281604573
546	0.5280312326
547	0.5278984128
548	0.5277707188
549	0.5276285674
550	0.527343431
551	0.5271623935
552	0.5270630537
553	0.5268778606
554	0.526534411
555	0.5260484714
556	0.5257561234
557	0.5255501972
558	0.5252863091
559	0.5250465118
560	0.5247923578
561	0.5245647368
562	0.5239258613
563	0.5237499981
564	0.5234517948
565	0.5231987664
566	0.5229096849
567	0.5226920651
568	0.5223592864
569	0.5222142231
570	0.5220354272
571	0.5219302569
572	0.5216211141
573	0.5214601221
574	0.5212683069
575	0.5210224258
576	0.5209112278
577	0.5208069006
578	0.5203390324
579	0.520114397
580	0.5198349143
581	0.5197095841
582	0.5195700582
583	0.5194589795
584	0.5192690227
585	0.5187918262
586	0.5183054159
587	0.5181904934
588	0.5179103514
589	0.5176838193
590	0.5175631472
591	0.5173907914
592	0.5168677935
593	0.5163835833
594	0.5159070499
595	0.5157437603
596	0.5154096373
597	0.5151107703
598	0.5148363855
599	0.5145680707
600	0.5144536403
601	0.5142381419
602	0.5140797113
603	0.513658205
604	0.5135075505
605	0.5133421305
606	0.5132328705
607	0.5131256989
608	0.5129619733
609	0.5128725665
610	0.5125920606
611	0.5124859246
612	0.5123189754
613	0.5122130982
614	0.5116511109
615	0.5114706615
616	0.5113547811
617	0.5110055567
618	0.5103817935
619	0.5101771002
620	0.5099572496
621	0.5093986427
622	0.509007478
623	0.5088529138
624	0.5086927168
625	0.5085558134
626	0.5084131572
627	0.5081130942
628	0.5080095261
629	0.5078128262
630	0.5076259463
631	0.5073909559
632	0.5071712898
633	0.5070775115
634	0.5068096875
635	0.5066858425
636	0.5063510446
637	0.5061239458
638	0.5057410401
639	0.5055426756
640	0.5052550578
641	0.5050979184
642	0.5049947754
643	0.5048102253
644	0.5047323796
645	0.5045157647
646	0.504083099
647	0.5038806807
648	0.5036933325
649	0.5033761896
650	0.5030161981
651	0.5026794519
652	0.5023886489
653	0.5022991362
654	0.5022092821
655	0.5020928101
656	0.5018366917
657	0.5015929231
658	0.501486739
659	0.5013874003
660	0.5012311735
661	0.5011280728
662	0.5010122996
663	0.5008587838
664	0.5004599954
665	0.5002099095
666	0.5000308082
667	0.499838089
668	0.4997345274
669	0.4995963746
670	0.499513946
671	0.4994445288
672	0.4987071152
673	0.4985361592
674	0.4984322197
675	0.4981302569
676	0.4979836296
677	0.4975712742
678	0.4972798951
679	0.4970591926
680	0.4969367875
681	0.4966883289
682	0.4965324074
683	0.4963362602
684	0.4962468961
685	0.4960099222
686	0.4958097252
687	0.4957023378
688	0.4954518254
689	0.4948601102
690	0.4941931325
691	0.4940408479
692	0.4938027298
693	0.4937199406
694	0.4936372625
695	0.4934921203
696	0.4933173708
697	0.493232821
698	0.4931421561
699	0.4929872845
700	0.4928667322
701	0.4926759418
702	0.492566856
703	0.4924723906
704	0.4922508692
705	0.491953062
706	0.4918710204
707	0.4917711395
708	0.4916919734
709	0.4915480091
710	0.4914643211
711	0.4912525556
712	0.4910255344
713	0.4909520366
714	0.490552003
715	0.4903107324
716	0.490250567
717	0.4900203896
718	0.4899223281
719	0.489615306
720	0.4894572012
721	0.4893631832
722	0.4891460214
723	0.4890624393
724	0.4889540109
725	0.4888013915
726	0.4887303362
727	0.4885621661
728	0.4884573825
729	0.4883663615
730	0.4882586719
731	0.4881440578
732	0.4880276947
733	0.4879070485
734	0.4877615054
735	0.4876788623
736	0.4875045821
737	0.4874204949
738	0.4872401949
739	0.4871517733
740	0.4868165906
741	0.4866491678
742	0.4865753804
743	0.4865129617
744	0.4864438302
745	0.4863398854
746	0.4862142067
747	0.4861353658
748	0.4858237444
749	0.4855861271
750	0.4853748163
751	0.4852813537
752	0.4851811531
753	0.4850583476
754	0.484902719
755	0.4846429979
756	0.4845543751
757	0.4844903015
758	0.4843762033
759	0.4842547806
760	0.4840482613
761	0.4839490998
762	0.4838300183
763	0.4836258433
764	0.4835134815
765	0.4834362131
766	0.4832854922
767	0.4831345325
768	0.4830047134
769	0.4828324838
770	0.4827441662
771	0.4826834368
772	0.4825944366
773	0.4825267385
774	0.4824339129
775	0.4820774173
776	0.4819715443
777	0.4818986892
778	0.4815948138
779	0.481306665
780	0.4811178339
781	0.4809750326
782	0.4808618524
783	0.4805925899
784	0.480512234
785	0.4804208378
786	0.4803530643
787	0.4802223811
788	0.480091884
789	0.4799193664
790	0.4798589796
791	0.479777015
792	0.479579929
793	0.4794709672
794	0.479418196
795	0.4792703178
796	0.4791905171
797	0.4791091749
798	0.4789686078
799	0.4788983562
800	0.4788375304
801	0.4786439232
802	0.4785570927
803	0.4784516918
804	0.4783609747
805	0.4782809669
806	0.4780505467
807	0.4779578495
808	0.4777852918
809	0.4777117816
810	0.4776592499
811	0.4775631813
812	0.477309326
813	0.4772465371
814	0.4771546133
815	0.4770767304
816	0.4769942142
817	0.4769028584
818	0.4767735581
819	0.4765083285
820	0.4764107731
821	0.4763405775
822	0.4762695265
823	0.4760224173
824	0.4759272955
825	0.4756027578
826	0.4755600124
827	0.4754985209
828	0.4753811252
829	0.4752801996
830	0.4752039302
831	0.4751096727
832	0.4749602276
833	0.4748168826
834	0.4747792042
835	0.4743392162
836	0.4742052525
837	0.4741435264
838	0.4740677021
839	0.4738927878
840	0.4736207677
841	0.4735189578
842	0.4732426371
843	0.4731097582
844	0.4730542593
845	0.4728618725
846	0.4728121162
847	0.4727539831
848	0.4726701161
849	0.4725946071
850	0.4725080123
851	0.4724474342
852	0.4723354581
853	0.4722618316
854	0.4721901317
855	0.4720829643
856	0.4719112833
857	0.471647553
858	0.4714760064
859	0.4714056587
860	0.4712660311
861	0.4711930133
862	0.4709534067
863	0.4708816339
864	0.4708128813
865	0.4707485191
866	0.4704604451
867	0.4702733267
868	0.4702068308
869	0.4701047018
870	0.4700453469
871	0.469961579
872	0.4698825674
873	0.4698272313
874	0.4697406985
875	0.4696157319
876	0.4693280755
877	0.4691904316
878	0.4690788412
879	0.4690154667
880	0.4689224856
881	0.4688544747
882	0.4686810826
883	0.4686284263
884	0.468285235
885	0.4682142596
886	0.4679879
887	0.4677876331
888	0.4677175803
889	0.4676355936
890	0.4675416491
891	0.4674567199
892	0.4674063176
893	0.4673367492
894	0.4671989871
895	0.4670175065
896	0.4667531514
897	0.4667130287
898	0.4666317141
899	0.4664642481
900	0.4663669458
901	0.466301845
902	0.4662269799
903	0.4661804046
904	0.4661170957
905	0.4660436736
906	0.465977756
907	0.465920988
908	0.4658633235
909	0.4657826051
910	0.4657017647
911	0.465520906
912	0.4653752833
913	0.4653176476
914	0.4652455563
915	0.4651520211
916	0.4649401982
917	0.4648853343
918	0.4645715058
919	0.4644240231
920	0.4643466808
921	0.4642665115
922	0.4642185377
923	0.4640067794
924	0.4639624051
925	0.4639117641
926	0.463837588
927	0.4637646053
928	0.4636972186
929	0.4636546922
930	0.4633369035
931	0.4632597907
932	0.4631667007
933	0.463044619
934	0.4629420915
935	0.4628519349
936	0.4627568101
937	0.4627188478
938	0.4624103449
939	0.4623436816
940	0.4622740871
941	0.4622268736
942	0.4621487754
943	0.462035711
944	0.4620041698
945	0.4619483056
946	0.4619007514
947	0.4617722248
948	0.4615608653
949	0.4613626996
950	0.4612866021
951	0.4612082281
952	0.4611266679
953	0.4610775645
954	0.4610138626
955	0.4609458014
956	0.4609075203
957	0.460734418
958	0.4606754949
959	0.4606401095
960	0.4605818786
961	0.4603615583
962	0.4601413879
963	0.4600846937
964	0.4600261896
965	0.4599714439
966	0.4598845946
967	0.4595396511
968	0.4593794337
969	0.459273605
970	0.4592369658
971	0.4591383951
972	0.458919399
973	0.458827191
974	0.4587781251
975	0.4587391499
976	0.4586211552
977	0.458504722
978	0.4582877788
979	0.4582129717
980	0.4581521683
981	0.4580337165
982	0.4579831163
983	0.4579368395
984	0.4578538883
985	0.4577341694
986	0.4576938584
987	0.4575529522
988	0.4574718871
989	0.4574056078
990	0.4572494981
991	0.4572059749
992	0.4571688696
993	0.4570762734
994	0.4569932413
995	0.4569587668
996	0.4568780625
997	0.4568323214
998	0.4566505737
999	0.4566084041
